trial,multi_agent,single_agent,gap
1,0.8309999999999998,0.8309999999999998,0.0
2,0.8309999999999998,0.8309999999999998,0.0
3,0.8309999999999998,0.8319999999999999,-0.0010000000000000009
4,0.8309999999999998,0.8329999999999999,-0.0020000000000000018
5,0.8309999999999998,0.8309999999999998,0.0
